id,src_legal,tgt_plain,source
766,additur,increasing damages,synthetic_dict
767,injunction,court order to do or stop something,synthetic_dict
768,temporary restraining order,short term order,synthetic_dict
769,preliminary injunction,temporary order until trial,synthetic_dict
770,permanent injunction,final order,synthetic_dict
771,contempt of court,violating court order,synthetic_dict
772,sanctions,penalties for bad behavior,synthetic_dict
773,attorney fees,lawyer costs,synthetic_dict
774,costs,court expenses,synthetic_dict
775,prejudgment interest,interest before judgment,synthetic_dict
776,post judgment interest,interest after judgment,synthetic_dict
777,execution,enforcing judgment,synthetic_dict
778,garnishment,taking money from wages,synthetic_dict
779,levy,taking property,synthetic_dict
780,lien,claim on property,synthetic_dict
781,foreclosure,taking property for debt,synthetic_dict
782,bankruptcy,legal process for debt relief,synthetic_dict
783,chapter 7,liquidation bankruptcy,synthetic_dict
784,chapter 11,reorganization bankruptcy,synthetic_dict
785,chapter 13,repayment plan bankruptcy,synthetic_dict
786,automatic stay,stop on collection actions,synthetic_dict
787,discharge,elimination of debt,synthetic_dict
788,exempt property,property that cannot be taken,synthetic_dict
789,preference payment,payment before bankruptcy,synthetic_dict
790,fraudulent transfer,transfer to avoid creditors,synthetic_dict
791,cramdown,forcing plan on creditors,synthetic_dict
792,absolute priority rule,rule about payment order,synthetic_dict
793,reaffirmation,agreeing to pay discharged debt,synthetic_dict
794,trustee,person managing bankruptcy,synthetic_dict
795,debtor,person filing bankruptcy,synthetic_dict
796,creditor,person owed money,synthetic_dict
797,secured creditor,creditor with collateral,synthetic_dict
798,unsecured creditor,creditor without collateral,synthetic_dict
799,priority creditor,creditor paid first,synthetic_dict
800,administrative expense,cost of bankruptcy process,synthetic_dict
801,proof of claim,evidence of debt,synthetic_dict
802,objection to claim,challenge to debt,synthetic_dict
803,avoidance power,power to undo transfers,synthetic_dict
804,preference,payment before bankruptcy,synthetic_dict
805,fraudulent conveyance,transfer to avoid creditors,synthetic_dict
806,strong arm power,power to avoid liens,synthetic_dict
807,executory contract,contract not fully performed,synthetic_dict
808,rejection of contract,ending contract,synthetic_dict
809,assumption of contract,taking on contract,synthetic_dict
810,assignment of contract,transferring contract,synthetic_dict
811,intellectual property,creations of the mind,synthetic_dict
812,patent,exclusive right to invention,synthetic_dict
813,copyright,exclusive right to creative work,synthetic_dict
814,trademark,exclusive right to brand,synthetic_dict
815,trade secret,confidential business information,synthetic_dict
816,infringement,violation of intellectual property right,synthetic_dict
817,fair use,allowed use of copyrighted work,synthetic_dict
818,derivative work,work based on another work,synthetic_dict
819,work for hire,work owned by employer,synthetic_dict
820,public domain,works not protected by copyright,synthetic_dict
821,prior art,previous inventions,synthetic_dict
822,non obviousness,requirement for patent,synthetic_dict
823,novelty,requirement for patent,synthetic_dict
824,utility,usefulness requirement for patent,synthetic_dict
825,enablement,requirement to describe invention,synthetic_dict
826,best mode,requirement to describe best way,synthetic_dict
827,claim,part of patent defining invention,synthetic_dict
828,specification,description of invention,synthetic_dict
829,prosecution,process of getting patent,synthetic_dict
830,office action,patent office response,synthetic_dict
831,rejection,refusal of patent application,synthetic_dict
832,allowance,approval of patent application,synthetic_dict
833,maintenance fee,fee to keep patent,synthetic_dict
834,infringement,violation of patent,synthetic_dict
835,literal infringement,exact violation,synthetic_dict
836,doctrine of equivalents,similar violation,synthetic_dict
837,contributory infringement,helping infringement,synthetic_dict
838,inducement of infringement,encouraging infringement,synthetic_dict
839,willful infringement,intentional violation,synthetic_dict
840,damages,money for infringement,synthetic_dict
841,reasonable royalty,fair payment for use,synthetic_dict
842,lost profits,profits lost due to infringement,synthetic_dict
